,f[cm^-1],DOS
0,-352.44965809,0.0
1,-352.34965809,1.102171995e-06
2,-352.24965809,4.4088961684e-06
3,-352.14965809,9.920172548e-06
4,-352.04965809,1.7636001133e-05
5,-351.94965809,2.7556381925e-05
6,-351.84965809,3.9681314922e-05
7,-351.74965809,5.4010800126e-05
8,-351.64965809,7.0544837536e-05
9,-351.54965809,8.9283427151e-05
10,-351.44965809,0.00011022656897
11,-351.34965809,0.000133374263
12,-351.24965809,0.00015872650923
13,-351.14965809,0.00018628330767
14,-351.04965809,0.00021604465832
15,-350.94965809,0.00024801056117
16,-350.84965809,0.00028218101623
17,-350.74965809,0.00031855602349
18,-350.64965809,0.00035713558296
19,-350.54965809,0.00039791969464
20,-350.44965809,0.00044090835852
21,-350.34965809,0.00048610157461
22,-350.24965809,0.0005334993429
23,-350.14965809,0.0005831016634
24,-350.04965809,0.0006349085361
25,-349.94965809,0.00068891996102
26,-349.84965809,0.00074513593813
27,-349.74965809,0.00080355646746
28,-349.64965809,0.00086418154899
29,-349.54965809,0.00092701118272
30,-349.44965809,0.00099204536866
31,-349.34965809,0.0010592841068
32,-349.24965809,0.0011287273972
33,-349.14965809,0.0012003752397
34,-349.04965809,0.0012742276345
35,-348.94965809,0.0013502845815
36,-348.84965809,0.0014285460806
37,-348.74965809,0.001509012132
38,-348.64965809,0.0015916827356
39,-348.54965809,0.0016765578914
40,-348.44965809,0.0017636375994
41,-348.34965809,0.0018529218596
42,-348.24965809,0.001944410672
43,-348.14965809,0.0020381040367
44,-348.04965809,0.0021340019535
45,-347.94965809,0.0022321044225
46,-347.84965809,0.0023324114437
47,-347.74965809,0.0024349230172
48,-347.64965809,0.0025396391428
49,-347.54965809,0.0026465598207
50,-347.44965809,0.0027556850508
51,-347.34965809,0.002867014833
52,-347.24965809,0.0029805491675
53,-347.14965809,0.0030962880542
54,-347.04965809,0.0032142314931
55,-346.94965809,0.0033343794842
56,-346.84965809,0.0034567320275
57,-346.74965809,0.003581289123
58,-346.64965809,0.0037080507707
59,-346.54965809,0.0037772400501
60,-346.44965809,0.0038424625134
61,-346.34965809,0.0039086723747
62,-346.24965809,0.003975869634
63,-346.14965809,0.0040440542913
64,-346.04965809,0.0041132263467
65,-345.94965809,0.0041833858001
66,-345.84965809,0.0042545326516
67,-345.74965809,0.004326666901
68,-345.64965809,0.0043997885485
69,-345.54965809,0.004473897594
70,-345.44965809,0.0045489940376
71,-345.34965809,0.0046250778791
72,-345.24965809,0.0047021491187
73,-345.14965809,0.0047802077564
74,-345.04965809,0.004859253792
75,-344.94965809,0.0049392872257
76,-344.84965809,0.0050203080574
77,-344.74965809,0.0051023162871
78,-344.64965809,0.0051853119149
79,-344.54965809,0.0052692949407
80,-344.44965809,0.0053542653645
81,-344.34965809,0.0054402231864
82,-344.24965809,0.0055271684062
83,-344.14965809,0.0056151010241
84,-344.04965809,0.0057040210401
85,-343.94965809,0.005793928454
86,-343.84965809,0.005884823266
87,-343.74965809,0.005976705476
88,-343.64965809,0.0060695750841
89,-343.54965809,0.0061634320901
90,-343.44965809,0.0062582764942
91,-343.34965809,0.0063541082964
92,-343.24965809,0.0064509274965
93,-343.14965809,0.0065487340947
94,-343.04965809,0.0066475280909
95,-342.94965809,0.0067473094851
96,-342.84965809,0.0068480782774
97,-342.74965809,0.0069498344677
98,-342.64965809,0.007052578056
99,-342.54965809,0.0071563090424
100,-342.44965809,0.0072610274268
101,-342.34965809,0.0073667332092
102,-342.24965809,0.0074734263896
103,-342.14965809,0.007581106968
104,-342.04965809,0.0076897749445
105,-341.94965809,0.007799430319
106,-341.84965809,0.0079100730916
107,-341.74965809,0.0080217032622
108,-341.64965809,0.0081343208308
109,-341.54965809,0.0082479257974
110,-341.44965809,0.008362518162
111,-341.34965809,0.0084780979247
112,-341.24965809,0.0085946650854
113,-341.14965809,0.0087122196442
114,-341.04965809,0.0088307616009
115,-340.94965809,0.0089502909557
116,-340.84965809,0.0090708077085
117,-340.74965809,0.0091923118594
118,-340.64965809,0.0093148034083
119,-340.54965809,0.0094382823552
120,-340.44965809,0.0095627487001
121,-340.34965809,0.0096882024431
122,-340.24965809,0.009814643584
123,-340.14965809,0.0099420721231
124,-340.04965809,0.01007048806
125,-339.94965809,0.010199891395
126,-339.84965809,0.010330282128
127,-339.74965809,0.010461660259
128,-339.64965809,0.010594025789
129,-339.54965809,0.010727378716
130,-339.44965809,0.010861719041
131,-339.34965809,0.010997046764
132,-339.24965809,0.011133361885
133,-339.14965809,0.011270664405
134,-339.04965809,0.011408954322
135,-338.94965809,0.011548231637
136,-338.84965809,0.011688496351
137,-338.74965809,0.011829748462
138,-338.64965809,0.011971987972
139,-338.54965809,0.012115214879
140,-338.44965809,0.012259429185
141,-338.34965809,0.012404630888
142,-338.24965809,0.01255081999
143,-338.14965809,0.012697996489
144,-338.04965809,0.012846160387
145,-337.94965809,0.012995311682
146,-337.84965809,0.013145450376
147,-337.74965809,0.013296576468
148,-337.64965809,0.013448689957
149,-337.54965809,0.013601790845
150,-337.44965809,0.013755879131
151,-337.34965809,0.013910954815
152,-337.24965809,0.014067017897
153,-337.14965809,0.014224068376
154,-337.04965809,0.014382106254
155,-336.94965809,0.014514208079
156,-336.84965809,0.014571853625
157,-336.74965809,0.014657135875
158,-336.64965809,0.014771007757
159,-336.54965809,0.015268699781
160,-336.44965809,0.016438222854
161,-336.34965809,0.019348295909
162,-336.24965809,0.022780903816
163,-336.14965809,0.025529098122
164,-336.04965809,0.027633906634
165,-335.94965809,0.029025113517
166,-335.84965809,0.029702718772
167,-335.74965809,0.029666722399
168,-335.64965809,0.028917124397
169,-335.54965809,0.027453924767
170,-335.44965809,0.025277123509
171,-335.34965809,0.022386720622
172,-335.24965809,0.018782716106
173,-335.14965809,0.018800968095
174,-335.04965809,0.01900110399
175,-334.94965809,0.019199154433
176,-334.84965809,0.019395119423
177,-334.74965809,0.019588998961
178,-334.64965809,0.019780793046
179,-334.54965809,0.019970501679
180,-334.44965809,0.020158124859
181,-334.34965809,0.020343662587
182,-334.24965809,0.020527195816
183,-334.14965809,0.020709070777
184,-334.04965809,0.020889315689
185,-333.94965809,0.021067930551
186,-333.84965809,0.021244915363
187,-333.74965809,0.021420270126
188,-333.64965809,0.021593994838
189,-333.54965809,0.021766089501
190,-333.44965809,0.021936554113
191,-333.34965809,0.022105388676
192,-333.24965809,0.022272593189
193,-333.14965809,0.022438167652
194,-333.04965809,0.022602112065
195,-332.94965809,0.022764426428
196,-332.84965809,0.022925110742
197,-332.74965809,0.023084165006
198,-332.64965809,0.023241589219
199,-332.54965809,0.023397383383
200,-332.44965809,0.023551547497
201,-332.34965809,0.023704081561
202,-332.24965809,0.023854985576
203,-332.14965809,0.02400425954
204,-332.04965809,0.024151903454
205,-331.94965809,0.024297917319
206,-331.84965809,0.024442301134
207,-331.74965809,0.024585054899
208,-331.64965809,0.024726178614
209,-331.54965809,0.024865672279
210,-331.44965809,0.025003535895
211,-331.34965809,0.02513976946
212,-331.24965809,0.025274372976
213,-331.14965809,0.025407346441
214,-331.04965809,0.025538689857
215,-330.94965809,0.025668403223
216,-330.84965809,0.025796486539
217,-330.74965809,0.025922939806
218,-330.64965809,0.026047763022
219,-330.54965809,0.026170956189
220,-330.44965809,0.026292519305
221,-330.34965809,0.026412452372
222,-330.24965809,0.026530755389
223,-330.14965809,0.026647428356
224,-330.04965809,0.026762471273
225,-329.94965809,0.026875884141
226,-329.84965809,0.026987666958
227,-329.74965809,0.027097819726
228,-329.64965809,0.027206342444
229,-329.54965809,0.027313235112
230,-329.44965809,0.02741849773
231,-329.34965809,0.027522130298
232,-329.24965809,0.027624132816
233,-329.14965809,0.027724505284
234,-329.04965809,0.027823247703
235,-328.94965809,0.027920360072
236,-328.84965809,0.028015842391
237,-328.74965809,0.02810969466
238,-328.64965809,0.028201916879
239,-328.54965809,0.028292509048
240,-328.44965809,0.028381471167
241,-328.34965809,0.028468803237
242,-328.24965809,0.028554505256
243,-328.14965809,0.028638577226
244,-328.04965809,0.028721019146
245,-327.94965809,0.028801831016
246,-327.84965809,0.028881012836
247,-327.74965809,0.028958564607
248,-327.64965809,0.029034486327
249,-327.54965809,0.029108777998
250,-327.44965809,0.029181439618
251,-327.34965809,0.029157688307
252,-327.24965809,0.029107046422
253,-327.14965809,0.029090509749
254,-327.04965809,0.029108078289
255,-326.94965809,0.029159752042
256,-326.84965809,0.029245531008
257,-326.74965809,0.029365415186
258,-326.64965809,0.029519404577
259,-326.54965809,0.029682580029
260,-326.44965809,0.029828868849
261,-326.34965809,0.02995826772
262,-326.24965809,0.030070776642
263,-326.14965809,0.030166395614
264,-326.04965809,0.030245124637
265,-325.94965809,0.030306963711
266,-325.84965809,0.030351912835
267,-325.74965809,0.030379972009
268,-325.64965809,0.030391141234
269,-325.54965809,0.03038542051
270,-325.44965809,0.030362809837
271,-325.34965809,0.030323309214
272,-325.24965809,0.030266918641
273,-325.14965809,0.030197854411
274,-325.04965809,0.030133050585
275,-324.94965809,0.03007428218
276,-324.84965809,0.030021548306
277,-324.74965809,0.029973847785
278,-324.64965809,0.029930292679
279,-324.54965809,0.029890882991
280,-324.44965809,0.029855618718
281,-324.34965809,0.029824499862
282,-324.24965809,0.029797526422
283,-324.14965809,0.029774698398
284,-324.04965809,0.029756015791
285,-323.94965809,0.029741478599
286,-323.84965809,0.029731086824
287,-323.74965809,0.029724840466
288,-323.64965809,0.029722739524
289,-323.54965809,0.029724783998
290,-323.44965809,0.029730973888
291,-323.34965809,0.029741309194
292,-323.24965809,0.029755789917
293,-323.14965809,0.029774416056
294,-323.04965809,0.029797187612
295,-322.94965809,0.029824104583
296,-322.84965809,0.029855166971
297,-322.74965809,0.029890374776
298,-322.64965809,0.029929727996
299,-322.54965809,0.029963587432
300,-322.44965809,0.029969924824
301,-322.34965809,0.029947878572
302,-322.24965809,0.029897448675
303,-322.14965809,0.029818635134
304,-322.04965809,0.029711437948
305,-321.94965809,0.029575857117
306,-321.84965809,0.029411892641
307,-321.74965809,0.029219544522
308,-321.64965809,0.028998812757
309,-321.54965809,0.028749697348
310,-321.44965809,0.02847485863
311,-321.34965809,0.028205482397
312,-321.24965809,0.02795054605
313,-321.14965809,0.02771004959
314,-321.04965809,0.027483993016
315,-320.94965809,0.027272376329
316,-320.84965809,0.027075199528
317,-320.74965809,0.026892462614
318,-320.64965809,0.026724165586
319,-320.54965809,0.026570308445
320,-320.44965809,0.02643089119
321,-320.34965809,0.026305913822
322,-320.24965809,0.026195376341
323,-320.14965809,0.026099278746
324,-320.04965809,0.026017621037
325,-319.94965809,0.025950403215
326,-319.84965809,0.02589762528
327,-319.74965809,0.025859287231
328,-319.64965809,0.025835389069
329,-319.54965809,0.025825930793
330,-319.44965809,0.025830912404
331,-319.34965809,0.025846617887
332,-319.24965809,0.025862806784
333,-319.14965809,0.025878887155
334,-319.04965809,0.025894859
335,-318.94965809,0.025910722317
336,-318.84965809,0.025926477108
337,-318.74965809,0.025942123372
338,-318.64965809,0.02595766111
339,-318.54965809,0.025973090321
340,-318.44965809,0.025988411005
341,-318.34965809,0.026003623162
342,-318.24965809,0.026018726793
343,-318.14965809,0.026029704584
344,-318.04965809,0.02604055113
345,-317.94965809,0.026051398549
346,-317.84965809,0.026062246841
347,-317.74965809,0.026073096006
348,-317.64965809,0.026083946044
349,-317.54965809,0.026094796955
350,-317.44965809,0.026105648739
351,-317.34965809,0.026116501396
352,-317.24965809,0.026127354926
353,-317.14965809,0.026138209328
354,-317.04965809,0.026149064604
355,-316.94965809,0.026159920753
356,-316.84965809,0.026170777775
357,-316.74965809,0.026181635669
358,-316.64965809,0.026192494437
359,-316.54965809,0.026203354078
360,-316.44965809,0.026214214591
361,-316.34965809,0.026225075978
362,-316.24965809,0.026235938237
363,-316.14965809,0.02624680137
364,-316.04965809,0.026257665375
365,-315.94965809,0.026268530254
366,-315.84965809,0.026279396005
367,-315.74965809,0.02629026263
368,-315.64965809,0.026301130127
369,-315.54965809,0.026311998498
370,-315.44965809,0.026322867741
371,-315.34965809,0.026333737857
372,-315.24965809,0.026344608847
373,-315.14965809,0.026355480709
374,-315.04965809,0.026366353444
375,-314.94965809,0.026377227053
376,-314.84965809,0.026388101534
377,-314.74965809,0.026398976888
378,-314.64965809,0.026409853115
379,-314.54965809,0.026420730216
380,-314.44965809,0.026431608189
381,-314.34965809,0.026442487035
382,-314.24965809,0.026453366754
383,-314.14965809,0.026464247346
384,-314.04965809,0.026475128811
385,-313.94965809,0.026486011149
386,-313.84965809,0.02649689436
387,-313.74965809,0.026507778444
388,-313.64965809,0.026518663401
389,-313.54965809,0.026529549231
390,-313.44965809,0.026540435934
391,-313.34965809,0.02655132351
392,-313.24965809,0.026562211959
393,-313.14965809,0.026573101281
394,-313.04965809,0.026583991475
395,-312.94965809,0.026594882543
396,-312.84965809,0.026605774484
397,-312.74965809,0.026616667298
398,-312.64965809,0.026627560984
399,-312.54965809,0.026638455544
400,-312.44965809,0.026649350977
401,-312.34965809,0.026660247283
402,-312.24965809,0.026671144461
403,-312.14965809,0.026682042513
404,-312.04965809,0.026692941437
405,-311.94965809,0.026703841235
406,-311.84965809,0.026714741905
407,-311.74965809,0.026725643449
408,-311.64965809,0.026736545865
409,-311.54965809,0.026747449155
410,-311.44965809,0.026758353317
411,-311.34965809,0.026769258353
412,-311.24965809,0.026780164261
413,-311.14965809,0.026791071043
414,-311.04965809,0.026801978697
415,-310.94965809,0.026812887224
416,-310.84965809,0.026823796625
417,-310.74965809,0.026834706898
418,-310.64965809,0.026845618044
419,-310.54965809,0.026856530063
420,-310.44965809,0.026867442956
421,-310.34965809,0.026878356721
422,-310.24965809,0.026889271359
423,-310.14965809,0.02690018687
424,-310.04965809,0.026911103254
425,-309.94965809,0.026922020511
426,-309.84965809,0.026932938641
427,-309.74965809,0.026943857644
428,-309.64965809,0.02695477752
429,-309.54965809,0.026965698269
430,-309.44965809,0.026976619891
431,-309.34965809,0.026987542386
432,-309.24965809,0.026998465754
433,-309.14965809,0.027009389995
434,-309.04965809,0.027021600381
435,-308.94965809,0.027037235863
436,-308.84965809,0.027078992637
437,-308.74965809,0.027162384573
438,-308.64965809,0.027246355334
439,-308.54965809,0.027330904919
440,-308.44965809,0.027416033329
441,-308.34965809,0.027501740563
442,-308.24965809,0.027588026622
443,-308.14965809,0.027674891635
444,-308.04965809,0.027762360532
445,-307.94965809,0.027850451921
446,-307.84965809,0.027939165801
447,-307.74965809,0.028028502173
448,-307.64965809,0.028118461036
449,-307.54965809,0.02820904239
450,-307.44965809,0.028300246235
451,-307.34965809,0.028392072571
452,-307.24965809,0.028484521399
453,-307.14965809,0.028577592718
454,-307.04965809,0.028671286529
455,-306.94965809,0.02876560283
456,-306.84965809,0.028860541623
457,-306.74965809,0.028956102908
458,-306.64965809,0.029052286683
459,-306.54965809,0.02914909295
460,-306.44965809,0.029246521708
461,-306.34965809,0.029344572957
462,-306.24965809,0.029443246698
463,-306.14965809,0.02954254293
464,-306.04965809,0.029642461653
465,-305.94965809,0.029743002867
466,-305.84965809,0.029844166573
467,-305.74965809,0.02994595277
468,-305.64965809,0.030048361458
469,-305.54965809,0.030151392638
470,-305.44965809,0.030255046309
471,-305.34965809,0.030359322471
472,-305.24965809,0.030464221124
473,-305.14965809,0.030569742269
474,-305.04965809,0.030678718937
475,-304.94965809,0.030807456763
476,-304.84965809,0.0309448521
477,-304.74965809,0.031083726959
478,-304.64965809,0.031224081341
479,-304.54965809,0.031365915246
480,-304.44965809,0.031509228674
481,-304.34965809,0.031654021625
482,-304.24965809,0.031800294098
483,-304.14965809,0.031948046095
484,-304.04965809,0.032097277615
485,-303.94965809,0.032247988658
486,-303.84965809,0.032400179224
487,-303.74965809,0.032553849313
488,-303.64965809,0.032708998925
489,-303.54965809,0.032865628059
490,-303.44965809,0.033024000145
491,-303.34965809,0.033184653277
492,-303.24965809,0.033347603346
493,-303.14965809,0.03351285035
494,-303.04965809,0.033680394291
495,-302.94965809,0.033850235168
496,-302.84965809,0.03402237298
497,-302.74965809,0.034196807729
498,-302.64965809,0.034373539413
499,-302.54965809,0.034552568034
500,-302.44965809,0.03473389359
501,-302.34965809,0.034917516082
502,-302.24965809,0.035103435511
503,-302.14965809,0.035291651875
504,-302.04965809,0.035482165175
505,-301.94965809,0.035674975411
506,-301.84965809,0.035870082584
507,-301.74965809,0.036067486692
508,-301.64965809,0.036267187736
509,-301.54965809,0.036469185716
510,-301.44965809,0.036673480632
511,-301.34965809,0.036880072484
512,-301.24965809,0.037088961272
513,-301.14965809,0.037300146996
514,-301.04965809,0.037513629656
515,-300.94965809,0.037729409252
516,-300.84965809,0.037947485784
517,-300.74965809,0.038167859252
518,-300.64965809,0.038390529656
519,-300.54965809,0.038615496995
520,-300.44965809,0.038782550688
521,-300.34965809,0.038888213618
522,-300.24965809,0.039010009928
523,-300.14965809,0.039048944992
524,-300.04965809,0.039100148049
525,-299.94965809,0.039174460394
526,-299.84965809,0.039271882027
527,-299.74965809,0.039392412948
528,-299.64965809,0.039536053158
529,-299.54965809,0.039702802657
530,-299.44965809,0.039892661443
531,-299.34965809,0.040105629518
532,-299.24965809,0.040341706881
533,-299.14965809,0.040600893533
534,-299.04965809,0.040883013506
535,-298.94965809,0.041186684002
536,-298.84965809,0.041511609833
537,-298.74965809,0.041857791
538,-298.64965809,0.042225227503
539,-298.54965809,0.042613919342
540,-298.44965809,0.04302311821
541,-298.34965809,0.043448712811
542,-298.24965809,0.043890077368
543,-298.14965809,0.044347211883
544,-298.04965809,0.044820116355
545,-297.94965809,0.045308790783
546,-297.84965809,0.045813235169
547,-297.74965809,0.043383649406
548,-297.64965809,0.038648762039
549,-297.54965809,0.037501683479
550,-297.44965809,0.036611588291
551,-297.34965809,0.035978476473
552,-297.24965809,0.035602348026
553,-297.14965809,0.03548320295
554,-297.04965809,0.035500298484
555,-296.94965809,0.035517677172
556,-296.84965809,0.03553522104
557,-296.74965809,0.035552930088
558,-296.64965809,0.035570804316
559,-296.54965809,0.035588843725
560,-296.44965809,0.035607048314
561,-296.34965809,0.035625418084
562,-296.24965809,0.035643953034
563,-296.14965809,0.035662653164
564,-296.04965809,0.035681518474
565,-295.94965809,0.035700548965
566,-295.84965809,0.035719744635
567,-295.74965809,0.035739105487
568,-295.64965809,0.035758631518
569,-295.54965809,0.03577832273
570,-295.44965809,0.035798179122
571,-295.34965809,0.035818200694
572,-295.24965809,0.035838387447
573,-295.14965809,0.03585873938
574,-295.04965809,0.035879256493
575,-294.94965809,0.035899938787
576,-294.84965809,0.03592078626
577,-294.74965809,0.035941798914
578,-294.64965809,0.035962976749
579,-294.54965809,0.035984319764
580,-294.44965809,0.036005827959
581,-294.34965809,0.036030524552
582,-294.24965809,0.036062999726
583,-294.14965809,0.036096379707
584,-294.04965809,0.036130664493
585,-293.94965809,0.036165854085
586,-293.84965809,0.036201948483
587,-293.74965809,0.036238947687
588,-293.64965809,0.036276851698
589,-293.54965809,0.036315660514
590,-293.44965809,0.036355374136
591,-293.34965809,0.036395992564
592,-293.24965809,0.036437515799
593,-293.14965809,0.036479943839
594,-293.04965809,0.036523276686
595,-292.94965809,0.036567514338
596,-292.84965809,0.036612656797
597,-292.74965809,0.036658704061
598,-292.64965809,0.036705656131
599,-292.54965809,0.036753513008
600,-292.44965809,0.036802274691
601,-292.34965809,0.036851941179
602,-292.24965809,0.036902512474
603,-292.14965809,0.036953988574
604,-292.04965809,0.037006369481
605,-291.94965809,0.037046316946
606,-291.84965809,0.037080840033
607,-291.74965809,0.037115393426
608,-291.64965809,0.037149977124
609,-291.54965809,0.037184591127
610,-291.44965809,0.037219235436
611,-291.34965809,0.037253910049
612,-291.24965809,0.037288614969
613,-291.14965809,0.037323350193
614,-291.04965809,0.037358115723
615,-290.94965809,0.037392911558
616,-290.84965809,0.037427737699
617,-290.74965809,0.037462594144
618,-290.64965809,0.037497480895
619,-290.54965809,0.037532397952
620,-290.44965809,0.037567345313
621,-290.34965809,0.03760232298
622,-290.24965809,0.037637330952
623,-290.14965809,0.03767236923
